Name,Kind
陆两优17,BREED
株两优189,BREED
川优8377,BREED
蓉18优662,BREED
天优2075,BREED
江优126,BREED
内5优H25,BREED
蓉18优198,BREED
川农优298,BREED
金稻优368,BREED
中粳优15号,BREED
垦稻2018,BREED
晋稻12号,BREED
农粳303,BREED
农粳301,BREED
农粳306,BREED
隆粳68号,BREED
丹粳17号,BREED
港育6号,BREED
丹粳优8号,BREED
粳优558,BREED
誉粳65,BREED
富稻289,BREED
铁粳11号,BREED
新育4号,BREED
金地1号,BREED
稻峰1号,BREED
美锋1158,BREED
辽优9906,BREED
辽粳101,BREED
桥育8,BREED
东壮1018,BREED
盐粳456,BREED
沈优1号,BREED
沈稻47,BREED
富粳357,BREED
美锋9号,BREED
袁粳9238号,BREED
福星90,BREED
抚粳8号,BREED
新育3号,BREED
铁粳10号,BREED
抚粳9,BREED
吉粘10,BREED
庆林998,BREED
农粘2,BREED
吉粳808,BREED
通粳888,BREED
宏科67,BREED
吉农大858,BREED
通禾858,BREED
平安粳稻13,BREED
通系931,BREED
东粳6,BREED
吉粳510,BREED
通禾859,BREED
通科18,BREED
通育335,BREED
宏科88,BREED
通系926,BREED
通系925,BREED
绿达177,BREED
长白25,BREED
龙稻12,BREED
松粳香2号,BREED
龙庆稻2号,BREED
龙粳32,BREED
莲稻1号,BREED
龙粳31,BREED
龙粳30,BREED
松粳14,BREED
松粳15,BREED
松香早粳,BREED
宝农203,BREED
秀水134,BREED
沪粳1号,BREED
沪稻55号,BREED
青角574,BREED
申优16,BREED
常农粳6号,BREED
镇稻15号,BREED
通粳981,BREED
南粳5055,BREED
扬育粳2号,BREED
镇稻14号,BREED
宁粳5号,BREED
华瑞稻1号,BREED
中莲1A,BREED
中南1A,BREED
中南优510,BREED
扬籼1S,BREED
扬两优818,BREED
苏两优124,BREED
华优418,BREED
602S,BREED
华两优69,BREED
秀优378,BREED
钱优0724,BREED
九优063,BREED
天优2180,BREED
绍粳18,BREED
秀水05,BREED
浙粳88,BREED
浙糯65,BREED
秀水414,BREED
株两优609,BREED
嘉育66,BREED
中佳早66,BREED
嘉早309,BREED
辐501,BREED
盐稻10号,BREED
C两优513号,BREED
Y两优916,BREED
嘉兴8号,BREED
国豪国香11号,BREED
隆两优340,BREED
开香优3号,BREED
协优273,BREED
两优003,BREED
Ⅱ优31,BREED
辐优198,BREED
丰两优9号,BREED
Ⅱ优198,BREED
荃香优512,BREED
协优759,BREED
Y两优555,BREED
裕优六号,BREED
Ⅱ优0128,BREED
峰宝1078,BREED
两优669,BREED
协优033,BREED
君两优318,BREED
明优528,BREED
谷优2263,BREED
谷优2173,BREED
福龙两优863,BREED
博优18,BREED
台粳8号,BREED
天优2076,BREED
川优561,BREED
金优906,BREED
元丰优86,BREED
两优842,BREED
连优3301,BREED
谷优1186,BREED
天优596,BREED
川优651,BREED
天优2155,BREED
绵2优647,BREED
陵两优7108,BREED
陵两优942,BREED
陆两优98,BREED
五优21,BREED
庆丰优306,BREED
株两优08,BREED
五优301,BREED
两优9773,BREED
中百优6号,BREED
科香优8417,BREED
益丰优205选,BREED
湘优4号,BREED
庆丰优7998,BREED
金优113,BREED
欣香优1068,BREED
欣荣优268,BREED
泸优8258,BREED
泰优99,BREED
建优718,BREED
福优715,BREED
深两优9152,BREED
圣稻2572,BREED
圣稻17,BREED
新旱1号,BREED
冈优458,BREED
焦杂粳1号,BREED
新粳优1号,BREED
鄂晚17A,BREED
荆1A,BREED
华粳295,BREED
鄂粳优775,BREED
荣优淦3号,BREED
深优9752,BREED
绵5优142,BREED
荆优6510,BREED
广两优15,BREED
广两优558,BREED
广两优35,BREED
两优302,BREED
湘陵750S,BREED
帮191S,BREED
金镶玉A,BREED
正丰118A,BREED
鑫A,BREED
永6A,BREED
潭原A,BREED
奥富A,BREED
科香A,BREED
益优701,BREED
T优H505,BREED
奥两优200,BREED
威优8号,BREED
金优6530,BREED
中青优2号,BREED
圳优7号,BREED
五丰优569,BREED
H优636,BREED
科香优56,BREED
深优9586,BREED
宏优69,BREED
Y两优096,BREED
C两优34156,BREED
两优1128,BREED
创香5号,BREED
星2号,BREED
贺优一号,BREED
Y两优150,BREED
Q优1127,BREED
中南优8号,BREED
金优828,BREED
陵两优396,BREED
陵两优102,BREED
陵两优104,BREED
陵两优229,BREED
株两优2008,BREED
陆两优4026,BREED
陵两优674,BREED
陆两优1733,BREED
株两优10,BREED
株两优729,BREED
潭两优143,BREED
博优9611,BREED
天优173,BREED
博Ⅱ优312,BREED
农两优805,BREED
华两优689,BREED
华优213,BREED
建优841,BREED
湛优2009,BREED
Y两优187,BREED
科两优901,BREED
裕优132,BREED
深优9512,BREED
丰软占,BREED
早粳占,BREED
三澳占,BREED
莉丰占,BREED
黄合占,BREED
新黄占,BREED
五广占,BREED
粤美丝苗,BREED
齐华占,BREED
内5优8012,BREED
泰优1509,BREED
粤两优805,BREED
深优9583,BREED
深优9536,BREED
植优523,BREED
建优277,BREED
元两优1363,BREED
泰丰优55,BREED
广8优98,BREED
盛优8号,BREED
天优826,BREED
盛优568,BREED
盛优668,BREED
美油占,BREED
粤特13,BREED
丰莉丝苗,BREED
黄软占,BREED
三香628,BREED
桂育7号,BREED
兆香1号,BREED
里优806,BREED
泰丰优807,BREED
正优958,BREED
博优5058,BREED
博优100,BREED
博优云三,BREED
博Ⅲ优9611,BREED
博Ⅲ优869,BREED
亮优1606,BREED
惠优6601,BREED
天优1251,BREED
广信优5113,BREED
H两优991,BREED
农两优315,BREED
丰源优219,BREED
二两优3401,BREED
特优玉3号,BREED
特优363,BREED
特优922,BREED
宜香9683,BREED
良丰优339,BREED
忠糯一号,BREED
丰两优5号,BREED
联优362,BREED
孟两优2816,BREED
泸优11,BREED
岳优803,BREED
野香优863,BREED
德丰A,BREED
德丰优869,BREED
海亚黑稻2号,BREED
海亚黑稻1号,BREED
培杂191,BREED
特优1658,BREED
天优3301,BREED
博Ⅱ优226,BREED
万两优香1号,BREED
博优1263,BREED
博Ⅱ优618,BREED
龙优423,BREED
冈优177,BREED
博Ⅱ优506,BREED
博Ⅱ优528,BREED
绿永优115,BREED
博II优813,BREED
元丰优2088,BREED
Y两优39,BREED
科优21,BREED
冈优94-11,BREED
冈香828,BREED
Y两优527,BREED
T优109,BREED
川香317,BREED
Ⅱ优102,BREED
忠优6761,BREED
西优19,BREED
泸优5241,BREED
Q2优3号,BREED
花香4016,BREED
Q优28,BREED
冈优169,BREED
川香优506,BREED
蓉优918,BREED
龙优8号,BREED
吉香1号,BREED
毕粳44,BREED
云光109,BREED
云光101,BREED
长优3613,BREED
安优08,BREED
天优1177,BREED
锦优707,BREED
瑞优9808,BREED
锋优308,BREED
国豪国香8号,BREED
绵香576,BREED
宜香2308,BREED
宜香707,BREED
华优1号,BREED
K优8149,BREED
裕优388,BREED
中优368,BREED
N优69,BREED
湘优109,BREED
泸香658,BREED
丰大优2590,BREED
两优15,BREED
宜香3724,BREED
宜优403,BREED
十优016,BREED
内优5002,BREED
竹优1013,BREED
红优1016,BREED
宜优5号,BREED
宜优1259,BREED
明两优863,BREED
宜优99,BREED
盛优88,BREED
瑞优68,BREED
宜香107,BREED
冈优906,BREED
岫糯3号,BREED
岫粳20号,BREED
岫粳19号,BREED
岫粳12号,BREED
粳两优7619,BREED
富优8217,BREED
冈优918,BREED
云光104,BREED
楚粳32号,BREED
滇杂94,BREED
云籼9号,BREED
云粳20号,BREED
佛稻1号,BREED
云粳32号,BREED
云粳31号,BREED
云粳30号,BREED
云粳29号,BREED
思选3号,BREED
红稻9号,BREED
红稻8号,BREED
新优215,BREED
宜优591,BREED
云光107,BREED
滇杂46,BREED
宜优1988,BREED
冈1优288,BREED
冈优301,BREED
中9优02,BREED
G优204,BREED
川谷优203,BREED
泰香8号,BREED
先丰优901,BREED
江优6号,BREED
特优801,BREED
新稻38号,BREED
新稻37号,BREED
新稻36号,BREED
津稻263,BREED
川优727,BREED
金稻优998,BREED
秀水123,BREED
95优161,BREED
天优2168,BREED
H优518,BREED
两优6206,BREED
淦两优602,BREED
Ⅱ优508,BREED
汕优06,BREED
Y两优9918,BREED
Ⅱ优371,BREED
泸优9803,BREED
天两优616,BREED
闽丰优3301,BREED
川谷优204,BREED
内5优39,BREED
冈优900,BREED
F优498,BREED
欣荣优5号,BREED
两优6号,BREED
中2优280,BREED
荣优9号,BREED
垦优0702,BREED
垦育88,BREED
通禾839,BREED
吉粘9,BREED
通粘11,BREED
农粘379,BREED
通粘598,BREED
通育245,BREED
九稻69,BREED
通稻1,BREED
平安粳稻11,BREED
吉星粳稻18,BREED
通禾857,BREED
松辽7,BREED
庆林1,BREED
吉科稻512,BREED
科裕47,BREED
通科17,BREED
通禾856,BREED
通育238,BREED
吉粳509,BREED
通系930,BREED
吉农大838,BREED
通院515,BREED
通粳889,BREED
松辽6,BREED
吉农大828,BREED
长白24,BREED
东稻4,BREED
吉农大45,BREED
通育406,BREED
长白23,BREED
稼禾1号,BREED
龙粳香1号,BREED
龙香稻2号,BREED
苗香粳1号,BREED
莲惠1号,BREED
龙盾107,BREED
龙粳29,BREED
松粳13,BREED
龙联1号,BREED
龙庆稻1号,BREED
北稻5号,BREED
绥粳13,BREED
牡丹江31,BREED
龙稻11,BREED
龙稻10,BREED
龙洋1号,BREED
上师大5号,BREED
旱优8号,BREED
扬粳4038,BREED
嘉浦优608,BREED
海丰1号,BREED
嘉33,BREED
秀水137,BREED
常01-11A,BREED
常优5号,BREED
苏77A,BREED
苏优72,BREED
镇稻13号,BREED
镇稻11号,BREED
武运粳23号,BREED
常糯1号,BREED
徐68优201,BREED
甬优7号,BREED
华粳7号,BREED
武运粳24号,BREED
连粳7号,BREED
镇籼1A,BREED
镇籼优184,BREED
扬籼6A,BREED
扬籼优68,BREED
天丰优528,BREED
嘉乐优100,BREED
甬优13,BREED
甬优12,BREED
川农优527,BREED
川香优3203,BREED
九优9号,BREED
协优中1号,BREED
钱优2号,BREED
培两优612,BREED
协优2226,BREED
协优702,BREED
浙粳37,BREED
秀水12,BREED
春江063,BREED
宁82,BREED
淮糯12,BREED
新两优106,BREED
丰两优晚三,BREED
Ⅱ优08,BREED
Ⅱ优009,BREED
开优10号,BREED
明两优6号,BREED
辐优136,BREED
农丰优1671,BREED
Ⅱ优346,BREED
丰优512,BREED
Ⅱ优30,BREED
丰两优80,BREED
天两优0501,BREED
两优602,BREED
新隆优9号,BREED
辐优155,BREED
天两优6号,BREED
福丰优6号,BREED
Ⅱ优8号,BREED
早籼615,BREED
株两优18,BREED
早籼18,BREED
圣丰优1165,BREED
谷优16,BREED
全优527,BREED
江优明62,BREED
秋优125,BREED
谷优769,BREED
天优673,BREED
金农2优3号,BREED
天优10号,BREED
Ⅱ优6019,BREED
特优968,BREED
鄱1A,BREED
陵两优32,BREED
荣优463,BREED
五优157,BREED
株两优152,BREED
优I2058,BREED
优I651,BREED
协优洲156,BREED
威优156,BREED
优I536,BREED
株两优606,BREED
鄱优364,BREED
旺农A,BREED
中青A,BREED
江农早4号A,BREED
中9优600,BREED
丰源优24,BREED
中3优810,BREED
岳优27,BREED
益丰优218,BREED
益丰优3027选,BREED
汕优306,BREED
田两优31,BREED
欣荣优2660,BREED
欣荣优2498,BREED
协优洲282,BREED
协优洲48,BREED
天丰优736,BREED
佳优617,BREED
岳优617,BREED
优I691,BREED
中21优691,BREED
金优165,BREED
金优H4,BREED
虔两优4480,BREED
天丰优101,BREED
中9优3385,BREED
99优468,BREED
荣丰优868,BREED
T优5128,BREED
川香231,BREED
京福4优13,BREED
准两优916,BREED
临稻18,BREED
冈优737,BREED
华优3号,BREED
冈优6368,BREED
豫农粳6号,BREED
新丰5号,BREED
新农稻1号,BREED
苏秀10号,BREED
乐优94,BREED
全优5138,BREED
宜香优208,BREED
恩禾优291,BREED
乐优107,BREED
Q优18,BREED
深优9734,BREED
骏优522,BREED
金优107,BREED
NC228S,BREED
0259S,BREED
骏1A,BREED
恩禾28A,BREED
鄂粳912,BREED
粳两优2847,BREED
粳两优5975,BREED
荆楚优813,BREED
巨风优1号,BREED
君香优317,BREED
荆楚优754,BREED
渝优1号,BREED
广两优96,BREED
6两优9366,BREED
广两优476,BREED
孝早糯08,BREED
中9优547,BREED
两优9168,BREED
157S,BREED
N118S,BREED
T64S,BREED
盛泰A,BREED
德10A,BREED
华香A,BREED
炳1A,BREED
顺天A,BREED
C43A,BREED
安丰A,BREED
明糯优6号,BREED
Y两优624,BREED
农香18,BREED
金优59,BREED
金优238,BREED
金优498,BREED
深优9588,BREED
资优072,BREED
H优159,BREED
丰优207,BREED
农香优204,BREED
准两优199,BREED
川香优727,BREED
Ⅱ优28,BREED
中莲优950,BREED
T优817,BREED
C两优255,BREED
Y两优696,BREED
Y两优792,BREED
连优3189,BREED
645优238,BREED
尚优518,BREED
奥两优76,BREED
杨优1号,BREED
中3优286,BREED
陵两优916,BREED
陵两优21,BREED
株两优06,BREED
株两优389,BREED
潭两优83,BREED
株两优4026,BREED
株两优1733,BREED
深优9516,BREED
泰丰优128,BREED
七桂优306,BREED
天优2352,BREED
双优2009,BREED
建优795,BREED
建优G2,BREED
天优航七,BREED
兰优7号,BREED
博优2155,BREED
振优1993,BREED
博Ⅲ优273,BREED
小粒香占,BREED
粤华丝苗,BREED
固广占,BREED
五山化稻,BREED
黄秀占,BREED
华航31号,BREED
早花占,BREED
新丰占,BREED
源丰占,BREED
金农丝苗,BREED
培两优3309,BREED
建优115,BREED
特优808,BREED
丰优88,BREED
玉两优28,BREED
天优4133,BREED
天优199,BREED
内香优3618,BREED
华优625,BREED
宏优387,BREED
广籼粘3号,BREED
野丰占,BREED
七番占,BREED
黄广占,BREED
丰秀丝苗,BREED
坚A（水稻不育系）,BREED
力丰A（水稻不育系）,BREED
孟S （水稻两系不育系）,BREED
亮A（水稻不育系）,BREED
亚霖3号,BREED
中广香1号,BREED
科玉03,BREED
亚霖2号,BREED
博优820,BREED
博优1652,BREED
博优782,BREED
博优6811,BREED
陵两优711,BREED
圣优988,BREED
特优6811,BREED
准两优5号,BREED
信丰优008,BREED
特优590,BREED
力丰优5059,BREED
特优6603,BREED
特优165,BREED
中3优1681,BREED
毅优航1号,BREED
T优682,BREED
湘优8817,BREED
孟两优838,BREED
科金A,BREED
中科黑糯1号,BREED
粤晶丝苗2号,BREED
聚两优746,BREED
科优527,BREED
D奇宝优1688,BREED
谷优5138,BREED
特优328,BREED
川优6621,BREED
特优506,BREED
双青优2008,BREED
粤泰优116,BREED
川种66A,BREED
万金优802,BREED
博II优177,BREED
博优506,BREED
华优329,BREED
博Ⅱ优329,BREED
博Ⅱ优4671,BREED
Y两优865,BREED
瑞丰优616,BREED
金博优168,BREED
两优036,BREED
准两优1141,BREED
Z优272,BREED
T优618,BREED
三峡糯1号,BREED
丰优638,BREED
冈优638,BREED
金冈优983,BREED
中优5240,BREED
渝优1351,BREED
庆优78,BREED
Q优4108,BREED
荆楚优37,BREED
泸香8134,BREED
西优17,BREED
陵优4号,BREED
冈优618,BREED
天粳1号,BREED
糯优100,BREED
和优66,BREED
瑞优425,BREED
川作6优177,BREED
天龙8优177,BREED
蓉18优447,BREED
绵5优5240,BREED
乐丰优329,BREED
宜香优7808,BREED
宜香优2168,BREED
川香优198,BREED
宜香优7633,BREED
贵香1A,BREED
滇杂31,BREED
太和香糯,BREED
糯优16,BREED
吉优9号,BREED
安优136,BREED
乐优58,BREED
Ⅱ优310,BREED
富优2-2,BREED
西农优5号,BREED
D优6511,BREED
两优1586,BREED
天优85,BREED
龙优128,BREED
中优1259,BREED
渝优528,BREED
B6优4761号,BREED
禾优４号,BREED
宜优3009,BREED
江优455,BREED
粤优002,BREED
绵优8113,BREED
宜优2815,BREED
内优3002,BREED
D香287,BREED
昌粳12号,BREED
昌粳11号,BREED
两优2887,BREED
宜香725,BREED
云陆101,BREED
双多6号,BREED
红稻6号,BREED
会粳10号,BREED
滇优35,BREED
B优840,BREED
广籼2号,BREED
川优3727,BREED
吉优716,BREED
Y两优85,BREED
冈1优275,BREED
靖粳十八号,BREED
靖粳十七号,BREED
靖粳十六号,BREED
龙特优247,BREED
楚粳31号,BREED
双多5号,BREED
绵优725,BREED
丽粳11号,BREED
凤稻23号,BREED
两优2111,BREED
两优2161,BREED
宜优673,BREED
云粳19号,BREED
云粳26号,BREED
玉粳11号,BREED
滇杂37,BREED
宁粳44号,BREED
新稻35号,BREED
新稻34号,BREED
新稻33号,BREED
新稻32号,BREED
新稻31号,BREED
新稻30号,BREED
新稻29号,BREED
新稻28号,BREED
旱糯2号,BREED
临旱1号,BREED
松辽7号,BREED
粮粳5号,BREED
金粳优132,BREED
中粳优8号,BREED
金粳18,BREED
圣稻16,BREED
大粮202,BREED
中稻1号,BREED
新稻20号,BREED
大粮203,BREED
川香8号,BREED
川优5108,BREED
谷优627,BREED
川谷优202,BREED
春优658,BREED
沪优2号,BREED
欣荣优2984,BREED
丰源优358,BREED
新两优901,BREED
辐优21,BREED
湘菲优8118,BREED
五丰优T025,BREED
H优158,BREED
Y两优302,BREED
新两优343,BREED
内5优8015,BREED
C两优343,BREED
川优673,BREED
C两优608,BREED
C两优396,BREED
泸优1256,BREED
Ⅱ优52,BREED
新两优223,BREED
渝优7109,BREED
内5优317,BREED
冈香707,BREED
中早35,BREED
株两优173,BREED
陵两优211,BREED
陵两优472,BREED
中粳优13号,BREED
冀香糯1号,BREED
垦稻2017,BREED
垦育38,BREED
晋稻11号,BREED
港育129,BREED
庄研7号,BREED
庄研6号,BREED
黄海6号,BREED
盐粳228,BREED
锦稻105,BREED
辽优9573,BREED
沈稻18,BREED
盐粳218,BREED
营盐3号,BREED
辰禾168,BREED
沈稻29,BREED
华单998,BREED
锦稻106,BREED
辽优1498,BREED
美锋1号,BREED
辽星21,BREED
上育397,BREED
吉粳807,BREED
吉辽杂优1,BREED
通育237,BREED
通育225,BREED
春承501,BREED
富霞3,BREED
通禾838,BREED
吉大3,BREED
通育217,BREED
通系929,BREED
通院513,BREED
吉农大31,BREED
吉农大30,BREED
通禾835,BREED
吉大6,BREED
九稻67,BREED
吉粳111,BREED
吉粳112,BREED
长白22,BREED
长白21,BREED
吉农大37,BREED
九稻66,BREED
龙糯3号,BREED
龙稻9号,BREED
绥粳12,BREED
垦稻19,BREED
龙粳28,BREED
龙粳27,BREED
龙粳25,BREED
龙粳26,BREED
东农428,BREED
北稻4号,BREED
五优稻4号,BREED
松粳香1号,BREED
东农430,BREED
申优繁15,BREED
宁粳1号,BREED
青角307,BREED
秀水114,BREED
武陵粳1号,BREED
95122A,BREED
南粳47,BREED
镇稻12号,BREED
澄糯218,BREED
扬粳4227,BREED
3优88,BREED
南粳45,BREED
盐粳10号,BREED
淮稻13号,BREED
扬农稻1号,BREED
连粳6号,BREED
盐粳11号,BREED
盐582S,BREED
盐两优888,BREED
Ⅱ优650,BREED
嘉育140,BREED
中选056,BREED
中早38,BREED
台早518,BREED
春优172,BREED
Ⅱ优0514,BREED
丰优9339,BREED
Ⅱ优023,BREED
钱优0612,BREED
Ⅱ优598,BREED
昌丰优1286,BREED
Ⅱ优54,BREED
华优18,BREED
钱优0508,BREED
浙辐两优12,BREED
中优904,BREED
协优629,BREED
钱优0618,BREED
D优17,BREED
钱优M15,BREED
钱优0506,BREED
糯稻N-2,BREED
新隆粳3号,BREED
宁粳3号,BREED
川农2号,BREED
Ⅱ优431,BREED
中2优1286,BREED
早籼802,BREED
圣优369,BREED
圣丰优16,BREED
Ⅱ优299,BREED
谷优929,BREED
嘉糯1优3号,BREED
II优596,BREED
博Ⅱ优270,BREED
兴优15,BREED
兴禾A,BREED
Ⅱ优505,BREED
Ⅱ优039,BREED
谷优596,BREED
嘉糯1优6号,BREED
谷优2329,BREED
金优028,BREED
紫广8S,BREED
赣源2A,BREED
赣源A,BREED
赣6A,BREED
赣6优88,BREED
紫两优5218,BREED
天丰优紫红,BREED
陵两优611,BREED
中组7号,BREED
五丰优623,BREED
金优313,BREED
威优洲418,BREED
欣荣优2045,BREED
瑞丰优106,BREED
94A,BREED
赣香A,BREED
春优59,BREED
安两优01,BREED
新香318,BREED
