sentence,relation,head,head_offset,tail,tail_offset
"﻿以黄早四(抗)×掖107(感)的F2分离群体(184个单株)为作图群体,构建了具有65个SSR标记位点的遗传连锁图谱,覆盖玉米基因组1333.3c M,标记间平均距离20.5c M。",单位,遗传连锁图谱,53,c M,73
"﻿按Griffing双列杂交方法Ⅳ对9个优质蛋白玉米(QPM)骨干自交系进行组配,将获得的36个杂交组合在云南省的昆明、保山、德宏3种不同生态条件下进行鉴定,对自交系的单株产量、株高、穗位高、穗长、穗粗、穗行数、行粒数、千粒重和胚乳硬度进行配合力分析和遗传参数估算。",方法,穗长,96,遗传参数估算,126
"结果表明:5个品质性状的GCA和SCA均存在显著差异;各性状的GCA方差均大于SCA方差,GCA方差占基因型方差比例的大小顺序是含油量>淀粉>蛋白质>谷氨酸>赖氨酸;综合品质性状表现,三基因聚合材料QCL8002-11(o2o16wx)和QCL8006-2(o2o16wx)分别在增加赖氨酸含量和含油量方面有比较好的利用潜力,两基因聚合材料QCL8009-5(o16wx)对增加谷氨酸和蛋白质含量、QCL8003-2(o2o16)和QCL8001-10(o2o16)对增加总淀粉含量有较好的利用潜力。",表现,QCL8001-10,216,增加总淀粉含量有较好的利用潜力,234
"结果表明,磷胁迫下,自交系双M9和苏11APase活性分别较全磷处理高40.7%(p<0.01)和31.86%(p<0.01);双M9株高、茎粗、穗位高、雄穗长、雄穗分枝数和叶面积显著高于全磷处理,苏11茎粗、雄穗长、雄穗分枝数和叶面积显著高于全磷处理;双M9穗长、穗粗、行粒数、穗粒重、穗轴重和百粒重显著高于全磷处理,苏11穗行数、行粒数、穗粒重、穗重和穗长显著高于全磷处理;APase活性与株高、雄穗分枝数、穗位高和百粒重中度正相关。",表现,苏11,17,穗长,78
"这4个籽粒性状的细胞质效应均较小,主要受核基因控制。",方法,细胞质效应,8,核基因,20
"从性状遗传力看,单株粒重、穗粗、穗行数少与百粒重等性状主要由基因的加性效应所控制,而穗长基因中非加性效应占有一定的比重。",方法,单株粒重,8,性状遗传力,1
"结果表明,乙烯利处理后,除郑58、L6M、K12、豫自87-1和8085泰5个自交系各性状与对照相比无显著差异外,其余自交系表现为株高和穗位高降低,基部第3、4、5节间长度缩短,内源激素生长素(IAA)含量、赤霉素(GA4)与脱落酸(ABA)的比值降低,ABA含量升高,且差异均达显著或极显著水平,而GA4含量无明显变化规律。",影响,乙烯利,5,穗位高降低,68
"结果表明:玉米穗高系数受加性效应、显性效应、母体效应遗传体系共同控制,同时还受显性×环境互作效应、母体×环境互作效应等不同遗传控制体系基因型×环境互作效应显著影响。",方法,玉米穗高系数,5,遗传控制体系,61
"﻿采用网棚集团接种法,对感病自交系苏951和抗病自交系87-1的P1、P2、F1和F2群体进行了玉米粗缩病抗病性鉴定。",表现,P1,32,玉米粗缩病抗病性,48
"该矮秆材料在北京表现株高62.1cm,植株清秀,茎秆坚硬,结实正常。",单位,株高,10,cm,16
"结果表明,单倍体加倍系的籽粒容积和质量比亲本籽粒都有所提高,子代的农艺性状获得显著改善,说明发生单倍体不是基因随机分离的结果,单倍体育种存在选择压力,有利于优良基因的累积,淘汰不良基因。",方法,籽粒容积,12,亲本籽粒,20
"结果表明:玉米对黄曲霉菌的抗性表现为多基因控制的数量性状遗传,加性基因效应和非加性效应都是重要的。",调控,多基因控制,18,数量性状,24
"结果表明:1)干旱胁迫下,3份不同株型基因型的叶长、叶宽、叶面积及叶夹角均显著减少,叶形系数和叶向值均显著增大,平展株型基因型TS141的6个株型性状较紧凑株型基因型廊黄和昌7-2变化更大;2)干旱导致3份不同株型基因型的上/下表皮气孔个数趋于增多,上/下表皮气孔长度和宽度趋于缩短,TS141的上/下表皮气孔个数均有较大的增多,上/下表皮气孔长度和宽度均有较小的降低;3)干旱胁迫后,TS141的叶绿素a、b、(a+b)含量及叶绿素a/b均明显下降,廊黄和昌7-2的叶绿素a/b均有较小地上升,其余3个性状均有较小地下降;4)干旱条件下,3份不同株型基因型的气孔导度、净光合速率、叶片温度、蒸腾速率和RuBPCase活性均有不同程度地减少,胞间CO2浓度均有不同程度地升高,与TS141相比,廊黄和昌7-2变化的幅度更小;5)干旱处理后,3份不同株型基因型的单株产量、单穗重、穗粒重、百粒重、穗长及出籽率均显著下降,对TS141的影响程度远大于廊黄和昌7-2;6)主成分PCA分析和热图Hierarchical clustering分析表明,干旱胁迫下玉米这些性状间的关系较为复杂,彼此相互关联,这",表现,昌7-2,86,叶绿素a/b均有较小地上升,234
"﻿对CA335、CA339、山东2548和齐205这4个国内常用优质蛋白玉米自交系的赖氨酸含量、子粒表型、醇溶蛋白积累及opaque-2基因的序列进行分析,对不同自交系作为opaque-2突变基因(o2)基因供体的分子标记选择效果进行比较。",表现,CA335,2,子粒表型,48
"结果表明:(1)玉米扁平性状与穗粗、穗行数表现为极显著正相关;(2)玉米扁平性状符合E-1模型,即该性状受2对主效基因(a、b)与多对微效基因共同控制,表现为质量-数量性状。",调控,主效基因,55,性状,12
生长素(IAA)含量在灌浆期和乳熟期达到显著和极显著差异。,影响,灌浆期,11,生长素(IAA)含量,0
"SP3代的一些株系出现了不良的性状,如感染黑粉病、空秆、雄性不育,这对自交系的选育会有一定的影响。",表现,株系,7,性状,15
"﻿胜玉317玉米新品种是富源县胜玉种业有限公司选育而成的适应性广、高产稳产、出籽率高、抗病抗逆性较强的杂交玉米新品种。2014年冬季在海南组配组合,在2015年的初级筛选试验中综合性状表现较突出。通过2015年在云南富源鉴选,2016年在贵州省参加预备试验,2017—2018年参加贵州省绿色通道西部组区域试验,2018年同步参加西部组生产试验,于2019年通过贵州省农作物品种审定委员会审定。该品种两年区试平均单产737.9kg·(667m2)-1,16个点次15增1减,增产点率93.75%,较对照增产12.92%。2018年生产试验平均单产710.62kg·(667m2)-1,比对照贵单8号增产3.09%,6个试点4增2减,增产点率66.7%。其品质分析结果为:容重747g·L-1,粗蛋白11.0%,粗脂肪5.0%,粗淀粉7.2%,赖氨酸0.35%。抗大斑病,高抗小斑病、锈病,中抗丝黑穗病、穗腐病、灰斑病。",表现,胜玉317,1,穗腐病,407
"湘康玉1号综合性状优良,品质优,全籽粒含蛋白质11.98%;产量高,2007~2008年参加湖南省杂交玉米区试,平均产量529.9kg/667m2,比CK临奥1号增产9.88%;抗病,抗性鉴定大斑病(3级)抗,小斑病(1级)高抗,茎腐病(病株率4.4%)抗,纹枯病(3级)抗;株型半紧凑,抗倒伏、倒折。",表现,株型,138,倒折,148
应用复合区间作图法分析两个时期的抗病QTL及遗传效应。,可视化,复合区间作图法,2,遗传效应,22
遗传参数分析表明:穗长、行数、秃尖长主要受加性基因控制;百粒重、单株产量、穗重主要受非加性基因控制。,表现,加性基因,21,穗长,9
"﻿以10个具有抗茎倒折差异的玉米自交系,按完全双列式组配的45个组合为供试材料,经遗传参数估算和通径分析结果:所有抗茎倒折性状基因型间存在显著差异;抗茎倒折性状基因型变异中其一般配合力比特殊配合力重要;同一抗茎倒折性状不同自交系,同一自交系不同抗茎倒折性状一般配合力表现明显差异;多数抗茎倒折性状间的遗传正相关显著,丰产的玉米组合表现较优的茎秆强度。",方法,特殊配合力,93,抗茎倒折性状基因型,57
"阐述了利用外来种质尤其是热带、亚热带种质来改良和拓宽温带玉米的遗传基础,构建新的杂种优势模式的途径。",表现,温带玉米,26,杂种优势,40
"所有显著性SNP位点附近共定位到482个候选基因,其中37个候选基因位于meta SNP区域,控制玉米黄白粒的Y1基因和类胡萝卜素合成的DXS3基因被籽粒颜色B值定位到。",调控,DXS3,68,类胡萝卜素合成,60
"﻿通过在旱作情况下对15个玉米品种不同播期的穗部性状进行分析,结果显示:播种早有利于百粒重、出籽率的提高,但不利于穗粗的增加。",方法,播种早,36,出籽率,46
"结果表明,供试的不同玉米品种最大施氮量介于35.0~601.5kg/hm2,作物品种和土壤各自存在一个由自身特性决定的最大施肥量,作物品种最大施肥量是品种耐肥性的量度;登海605玉米产量氮磷配施较氮、磷单施分别增产17%和20%;京科665和金满囤玉米产量单施磷较单施氮和氮磷配施增产均在26.8%~39.2%,作物品种施肥比例是由内在性状养分利用效率决定的外在土壤施肥特性。",表现,登海605,84,玉米产量,89
"本研究利用玉米自交系W22与玉米野生祖先种大刍草杂交衍生得到的包含866个家系的渗入系群体,结合均匀覆盖玉米全基因组的19838个SNP分子标记,采用R/qtl的多QTL模型对玉米开花期穗位叶的叶绿素含量进行高精度的QTL定位分析。",表现,玉米开花期穗位叶,88,叶绿素含量,97
"通过鉴定研究表明,贵州糯玉米地方种质资源在形态特征、生育期、产量性状、抗性及蛋白质、脂肪、淀粉含量等方面具有广泛的遗传多样性,品种间变异幅度大,有较大选择潜力。",表现,贵州糯玉米地方种质资源,9,淀粉含量,45
"结果表明:超甜型玉米可溶性总糖性状除受加性基因和非加性基因的共同控制外,还受细胞质基因的影响;可溶性总糖性状的一般配合力在各亲本间、特殊配合力在各组合间均存在显著差异;集一般配合力和特殊配合力之和的总配合力效应,可以较好地反映杂交组合的优势强弱",调控,细胞质基因,38,超甜型玉米可溶性总糖性状,5
"利用近红外光谱,对亲本及其杂交种的籽粒蛋白质含量进行了分析,同时分析了籽粒产量与蛋白质含量的相关性。",方法,籽粒蛋白质含量,17,近红外光谱,2
﻿吉853自交系是玉米黄早四最成功的改良系之一。具有配合力高、综合农艺性状好和适应性广的特点。,表现,吉853自交系,1,配合力高,27
"﻿以33个不同玉米基因型为材料,在低磷和高磷两个供磷水平下,对玉米基因型的多个相对生物性状进行因子分析,结果表明:相对地下部干重、相对须根数和相对主根长是易于协同改良的性状,相对叶面积和相对地上部干重也是易于协同改良的性状,改良相对株高也不会对其他性状的改良产生负面影响。",影响,高磷,20,玉米基因型,7
"方法:以转基因甘薯和非转基因甘薯无菌苗及田间栽培苗为试材,对两者叶片、叶柄、茎、根不同器官醇溶性和水溶性蛋白质含量,以及田间栽培中植株农艺性状的变化作了比较研究。",表现,器官,43,水溶性蛋白质含量,49
"结果表明:郑311、郑314和郑388的一般配合力高,可直接利用;而郑312、郑315和郑389综合性状较差,需改良后利用;郑312×BT1和郑314×齐319具有较强的杂种优势,有一定的增产潜力。",表现,郑312,34,杂种优势,85
结果表明:穗长、穗位高由多基因控制;百粒重、单穗重、行粒数、株高由1对加性主基因+加性-显性多基因控制;秃尖长由1对加性-显性主基因+加性-显性多基因控制。,调控,加性主基因+加性-显性多基因控制,35,株高,30
"第6染色体上定位到7个位点,其中一个为控制低光、高氮下根干重的主效位点,贡献率为25.3%。",影响,高氮,24,主效位点,31
株高、穗轴重、百粒重以主基因遗传为主、多基因遗传为辅。,调控,多基因,19,株高,0
"其中,anti-GB-2、anti-GB-3的菌落形态与野生型菌株差异较为明显,anti-GB-1则与野生型菌株没有表型差异。",调控,anti-GB-1,40,没有表型差异,56
"﻿试验以2个CIMMYT热带群体Pob25和Pool26为基础材料,以丹340、掖478及其杂交种F1(掖单13)为测验种,采用三重测交(TTC)设计,对两群体各性状进行了基因效应分析,在两群体中均发现了部分性状存在显著的上位性效应,并提出了各类上位性分量的可能利用途径,为两群体的遗传改良打下了基础。",表现,Pool26,22,性状,81
"结果表明:1)干旱环境下187份玉米自交系的叶长、叶宽、叶夹角、叶面积均显著降低,而叶向值、叶形系数及叶片卷曲度均明显升高,且干旱环境下这7个叶形相关性状的变异比率为30.53%~198.31%。",影响,干旱环境,7,叶长,22
"结果表明,父、母本各性状的一般配合力和特殊配合力效应均达极显著差异。",方法,性状,10,一般配合力,13
