sentence,relation,head,head_offset,tail,tail_offset
"﻿应用协青早A/(协青早B//东乡野生稻/协青早B)BC1F5、中9A/(协青早B//东乡野生稻/协青早B)BC1F5、协青早A/(协青早B//协青早B/东乡野生稻)BC1F5和中9A/(协青早B//协青早B/东乡野生稻)BC1F5四套测交群体,分析测交群体的育性表现及研究东乡野稻细胞质雄性不育育性恢复的遗传",表现,东乡野稻细胞质雄性不育育性,137,育性,130
"农艺性状鉴定表明,BC1F1植株的许多形态性状与杂种F1相似,但是在生长习性、株高、叶长、穗长和每穗颖花数等方面差异明显。",表现,F1,12,株高,39
"胶稠度(gel consistency,GC)在3个环境中共检测到4个QTL,其中第2和第7染色体上的q GC-2和q GC-7在3个环境中都检测到,在海南还检测到第5染色体上的q GC-5,在杭州还检测到wx基因控制G",影响,杭州,97,GC,20
"定量PCR检测结果显示:经干旱处理后,转化植株ABU中otsAB和OsUgp2的表达量较未处理植株分别提高1.92倍和1.67倍,与转化植株AB和U中otsAB和OsUgp2表达的增加量相近;而寒冷处理后,转化植株ABU中otsAB和Os-Ugp2的表达量分别增加2.68倍和2.04倍,明显高于转化植株AB和U中otsAB和OsUgp2表达的增加量。",表现,转化植株ABU,19,表达量,40
"﻿本研究是以改良IR24恢复系的早熟性、稻瘟病抗性、白叶枯病抗性为育种目标,通过以IR50为供体亲本,用IR24杂交和2次回交(IR50/IR243),逐代鉴定、选择等方法,育成恢复系早恢89,使早恢89同时获得3个目标性状有关的表达基因,又保留了IR24良好株叶形态、丰产性、性复系和好米质,基本达到预期育种目标.与珍汕97A配组成汕优89并已通过审定",表现,早恢89,92,性复系,139
"(4)在F2无性系群体中,RVA谱各特征均呈连续分布,最高粘度是典型的数量性状遗传,热浆粘度、冷胶粘度、崩解值、消减值、回复值都可能是由一对主效基因和若干微效基因共同控制的遗传",调控,主效基因,70,热浆粘度,42
"这些主效QTL在低温环境下对水稻秆长、穗长、穗粒数和穗抽出度有增效作用,与水稻耐冷性有一定的相关性",影响,低温环境,8,水稻秆长,14
"按照这一理论与技术路线,已经成功地创造出一批新株型优异种质,并育成了单产12~13t/hm2的超级稻",单位,单产,34,t/hm2,41
"﻿以综合性状好但对黑尾叶蝉(NephotettixcincticepsUhler)敏感的品种台中65作为轮回亲本,与抗性品种DV85连续回交,得到回交高代BC6F2群体,进行抗叶蝉性状的回交转育",表现,台中65,46,对黑尾叶蝉(NephotettixcincticepsUhler)敏感,8
"﻿用上海、南京两地的气象、土壤、品种及栽培管理资料建立了数据库,再通过CERES-RICE进行了模拟试验,研究探讨了水稻品种不同生长性状的生理效",影响,品种,16,生长性状,64
"同时在选择具有可靠不育性和优良综合性状的前提下,选择具有一定柱头外露率的不育株,并逐代选育以达到育成柱头外露率较高的粳稻不育系新品种的目的",表现,粳稻不育系新品种,58,柱头外露率较高,50
"反映籽粒形状的指标主要有粒长、粒宽、粒厚及长宽比,而尤以粒长最能反映籽粒形状,籽粒大小则多以千粒重计量。",影响,籽粒大小,39,多以千粒重,44
"﻿用60Coγ射线辐射处理籼稻育种中间材料R46,获得一个水稻类病变坏死突变体lmm3。与野生型R46相比,该突变体的主要农艺性状表型发生了显著变异:植株变矮,分蘖能力差,早衰,结实率低。",影响,60Coγ射线辐射,2,分蘖能力差,81
"结果表明:随着品种更替,一次枝梗数、一次枝梗颖花数、二次枝梗数和二次枝梗颖花数等穗部性状均呈增加趋势;超高产品种在各个性状上都有所改进,并且结实率较高,使得其每穗实粒数显著高于其他品种,说明各穗部性状的均衡增加是超高产的有效途径",表现,超高产品种,51,结实率,70
"研究中利用纸卷法测定1个水稻重组自交系群体对10℃低温的芽期耐冷性,结合1张高密度分子遗传图谱,进行QTL定位分",调控,QTL,50,耐冷性,30
"﻿利用标记基因型之间数量性状的平均数和方差的比较以及单向分组方差分析方法,研究了水稻籼粳杂交组合窄叶青8号/京系17F2群体中分布于12对染色体上的52个DNA限制性片段长度多态性(RFLP)标记与几个形态性状之间的相互关联发现了与7对染色体上的RFLP标记存在显著连锁关系的9个标记-性状组合(RG101-株高、RG544-株高和颖花密度、RG449-分蘖角、RG573-穗长、RG172-株高和颖花密度、RG1-分蘖角、RG869-颖花密度)",表现,京系17F2,54,颖花密度,167
"R955苗期对GA3反应不敏感,其矮生性受隐性矮秆基因控制,与d3、d10、d14、d17和d27基因均不等位",影响,GA3,7,苗期,4
"200余棵T0代转化株系出现白化苗、宽叶、狭叶、黄叶、高秆、矮化并杂草化、不育、白化穗、皱穗和抽穗延迟等突变表型,结实率普遍较低",表现,T0代转化株系,5,高秆,27
"多数研究认为,粒长与长宽比、千粒重以及粒宽与粒厚、千粒重均呈正相关;粒宽与长宽比呈负相关,与粒厚呈正相关;粒厚与千粒重呈正相关。",影响,粒宽,19,粒厚,22
"单株产量最高的为三交组合珍汕97A协青早B测647,其平均优势率为6029%,最优优势率为994%,株高和抽穗期的变异系数也与相应单交种接近说明三交中、晚稻具有较强的增产潜力,可筛选出农艺性状整齐度符合生产要求的水稻三交组合",表现,三交中,73,抽穗期,53
"如控制水稻主茎总叶片数的一个主效QTL,即QL n3,它同时影响分蘖期出叶速率、抽穗期及株高等数量性状",调控,QL n3,21,主茎总叶片数,5
"水稻对莴苣抑制作用的主基因表现超显性遗传;对莴苣幼苗根长抑制作用的多基因未表现出超显性遗传,而对莴苣幼苗芽长抑制作用的多基因表现超显性遗",调控,多基因,33,莴苣幼苗,22
"该不育系具有农艺性状优良、香味浓郁、可恢性好、配合力强、繁殖制种产量高、米质优(部颁1等优质米)等特点,2008年3月通过湖南省品种审定。",表现,不育系,1,香味浓郁,13
"﻿衰老是一个主动的过程,包括细胞结构、新陈代谢、基因表达有序发生变化,对植物生存繁衍具有积极的意义,但早衰则对农业生产会产生重要影响,不利于经济性状的获得,研究早衰的分子机理具有重要的意义.利用甲基磺酸乙酯诱变恢复系缙恢10号获得了一个叶片早衰突变体,5叶期前叶片正常绿色,从6叶至剑叶每张叶片从叶尖到叶基部逐渐衰老,叶绿体膜结构破坏、光合色素含量和光合能力及可溶性蛋白含量显著下降,SOD酶活性异常.遗传分析显示该突变性状受一显性单基因控制,暂命名为psl3(presenescing leaf3).利用分子标记将PSL3基因定位于第7染色体标记c7sr1与ID10之间,物理距离为53.5kb,为该基因的图位克隆奠定了基础.",表现,叶片,118,光合能力,175
"通过和栽培稻中86—44回交,获得高抗褐飞虱的回交一代(BC1F1)及回交二代(BC2F1),经自效获得BC2F2,部分株系农艺性状优良,结实正常,高抗褐飞虱",表现,回交一代(BC1F1),23,高抗褐飞虱,17
"与其他研究结果相比较发现,除qSD-1外,其余8个QTL过去均未曾报道过,其中位于第4染色体上控制气孔密度的qSD-4与前人检测到的控制光合速率的QTL重叠。",调控,qSD-4,54,气孔密度,49
提出了水稻超高产生理育种要加强产量及其相关生理性状在细胞水平生理过程和形态水平目标性状的构成相互关联的研究,表现,水稻,3,目标性状,39
"﻿利用AMMI模型对18个水稻品种的食味品质性状——米饭光泽度、粘性、柔软性、弹性和综合口感进行了2年3点的稳定性分析,并以食味品质性状的表型值和AMMI分析的前三维主成分值(IPCA1~3)为性状指标,对18份供试品种进行了聚类分析和评价",表现,水稻品种,13,米饭光泽度,26
对产量的环境效应值大小依次为二次枝梗粒数、一次枝梗粒数、单株有效穗数、千粒重和穗长,方法,一次枝梗粒数,21,环境效应值,4
"在17℃,18℃和15~20℃3种不同低温处理情况下,以叶绿素含量为指标,共定位了11个QTLs,它们分别位于染色体1(2个),2(2个),3,5,6,7,8,9,12上;其中3个QTLs在3种环境中都能检测到,1个QTL在2种环境中检测到,而其余7个QTLs只能在1种环境中检测到;11个QTLs各自引起的表型变异为5.68%~27.42",调控,QTLs,44,叶绿素含量,28
"利用34对亲本间多态性SSR分子标记,发现5对黑、白近等基因系仅在目标基因区段检测到了多态性标记,近等性比较理想;2对黑、褐近等基因系除了目标区段外,还分别在第11、12染色体检测到了多态性标记,近等性较差。",方法,SSR分子标记,11,多态性标记,43
"该不育系育性稳定,农艺性状优良,米质优,所配组合产量高。",表现,不育系,1,米质优,16
"结果表明sp1代出现了种子发芽率和成苗率降低,中后期生长不整齐,抽穗期不一致,不实率降低等现象",表现,sp1代,4,成苗率,17
"这2个QTL的增效等位基因有望作为分子标记辅助育种的操作对象,用于水稻品种低温发芽性的遗传改",影响,低温,37,QTL,3
"﻿研究了直链淀粉含量、胶稠度、碱消值、蛋白质含量、粒长、粒宽、长宽比和千粒重等8个品质性状之间的遗传相关,以及直链淀粉含量、胶稠度、碱消值和蛋白质含量等4个品质性状与单株穗数、穗实粒数、千粒重和单株产量等4个产量性状之间的遗传相关结果表明任两个品质性状之间及品质性状与产量性状之间均存在某种遗传相关,其中有的性状之间表现为较复杂的遗传相关,存在两种以上的遗传相关分量,而另一些性状之间的遗传相关较为简单,仅存在一、二种遗传相关分量",方法,单株产量,97,遗传相关,48
"粒长和长宽比随年代演进呈增加趋势,白度、垩白度、蛋白质含量下降,直链淀粉含量略有增加,食味品质明显改善。",影响,年代演进,7,粒长,0
"结果表明,共检测到22个与水稻米粒、米饭和米饭延伸指数性状等相关QTL分别位于水稻的2、3、4、5、6、7、11染色体上,发现决定米粒性状的主效QTL同时在饭粒性状中检测到,另外饭粒性状还由一些特别的QTL所决定,一些与米粒和米饭相关性状的QTL在米饭延伸指数性状中同时发现",表现,米粒,15,性状,27
"结果表明,共检测到22个与水稻米粒、米饭和米饭延伸指数性状等相关QTL分别位于水稻的2、3、4、5、6、7、11染色体上,发现决定米粒性状的主效QTL同时在饭粒性状中检测到,另外饭粒性状还由一些特别的QTL所决定,一些与米粒和米饭相关性状的QTL在米饭延伸指数性状中同时发现",调控,QTL,32,饭粒性状,78
﻿采用数量性状的加性-显性发育遗传模型分析了按NC交配设计的两套籼型三系杂交水稻单茎茎鞘干物质重的发育遗传规律,方法,加性-显性发育遗传,8,数量性状,3
"﻿籼稻品种Dular在低温条件下幼苗会表现失绿.前期遗传研究表明,这种低温失绿的表型是由一个隐性基因控制的,该基因初步定位在第9染色体长臂的SSR标记RM257和RM242之间,将该基因暂命名为cisc(t).本研究在前期初步定位的基础上,利用粳稻品种Lemont(低温条件下幼苗表现正常绿色)与Dular杂交,构建了一个很大的F2群体,将cisc(t)基因精细定位在一个12kb的区间内.该区间只含有一个注释基因,编码一个三角状五肽重复区(PPR)蛋白.测序结果表明,Dular在该基因的第60位碱基处缺失了8个碱基,造成移码突变而失去正常功能.这与Dular表现白化突变表型相吻合.而且,前人研究表明,许多植物的幼苗失绿突变性状与PPR蛋白有关.因此,将该基因确定为cisc(t)的候选基因.",表现,幼苗,16,失绿,21
"变异系与对照比较,经济性状变优,实粒数增加,结实率提高,粒重增加,籽粒长宽比与剑叶增长,米质变优,蛋白质含量提高",表现,变异系,0,籽粒长宽比,33
